,class_index,center_x,center_y,width,height,45width,45height
0,0.0,704.6718406677246,889.5967197418213,107.27557182312012,95.50115168094635,43.65419637411833,114.32231025025249
1,0.0,818.9311408996582,233.545737862587,41.84808969497681,76.50146394968033,66.61305100098252,69.39303501695395
2,0.0,1404.3756866455078,541.7475986480713,89.97538089752196,47.47731640934944,80.25168164446951,78.16864328831433
3,0.0,797.6578903198243,897.1668577194214,95.29164075851442,88.30613136291504,50.72893833741545,104.71517278254032
4,0.0,1545.2111434936523,196.6110277175903,45.62030553817749,64.7982805967331,69.66206776723264,48.42900027707219
5,0.0,501.10279083251964,870.1706171035767,90.97701072692871,88.87774765491486,46.79085086099804,105.32355231419206
6,0.0,1571.719093322754,471.94397807121277,76.05289220809937,39.65483620762825,59.87466911226512,60.47769548557698
7,0.0,890.3680801391603,915.4199552536011,105.1640295982361,90.57496637105942,52.10496867634356,110.33599694073199
8,0.0,1584.232864379883,358.7024116516114,48.423964977264404,75.94689041376114,,
9,0.0,1369.1281127929688,345.36445140838623,50.48026084899902,83.17079812288284,89.81804029271008,73.0255262888968
10,0.0,464.6401405334472,693.1158542633057,45.982825756073005,101.78991258144379,86.99079835787416,86.93998483568429
11,0.0,695.9630584716797,704.9988555908203,43.75927805900574,106.56906992197038,,
12,0.0,1683.2893753051758,971.3781309127808,84.64347124099731,41.678414046764374,,
13,0.0,1483.645248413086,124.66844469308852,40.82395076751708,55.57132601737976,71.53299463167787,44.844659775495536
14,0.0,638.422966003418,222.9638922214508,41.68195366859436,72.92930871248245,70.7345641516149,79.77349250391126
15,0.0,350.8233261108398,857.0382642745972,84.48567152023315,92.83521562814714,43.39065900631249,104.7406467050314
16,0.0,613.7699317932129,884.5691871643066,94.88279342651366,84.77862685918808,41.65529939532279,105.21844867989421
17,0.0,864.8735046386719,103.79600912332535,38.7136173248291,67.2459599375725,,
18,0.0,1108.593406677246,963.1815147399902,96.96149826049805,94.51107054948807,47.596250323578715,111.32353020831944
19,0.0,1653.1831741333008,215.75781583786014,40.576926469802856,62.1258307993412,,
20,0.0,585.457935333252,701.5424108505249,47.395241260528564,95.57473808526993,,
21,0.0,929.0071678161621,309.60105657577515,44.41331505775452,98.09509456157684,87.34549744427203,89.67689074203372
22,0.0,1715.5686950683594,223.00893723964694,36.77926540374756,64.5225428044796,,
23,0.0,1625.8681869506836,150.14069437980652,44.54896330833435,56.32832452654839,62.45683516189457,35.449985409155495
24,0.0,1574.7819900512695,981.8565130233765,92.85356283187866,46.60601556301117,72.05034281685948,85.78128482401371
25,0.0,1543.3826065063477,357.2216391563415,45.419368743896484,72.93560117483139,,
26,0.0,862.258014678955,708.0171775817872,47.56713867187499,105.61905294656754,82.24703882262112,90.38833536207676
27,0.0,1320.2264785766602,339.99786615371704,45.449827909469604,71.23204171657564,,
28,0.0,1157.3228073120117,160.50672948360443,43.99106740951538,67.7409079670906,94.91439715772867,69.15480959415436
29,0.0,968.3440017700195,935.2022981643677,96.48268461227416,98.3069783449173,46.40225502289832,104.68138664960861
30,0.0,1205.1627731323242,709.261314868927,45.19915223121643,104.59050893783571,91.79657551646233,83.68493270874023
31,0.0,1219.4187927246094,318.5529935359955,42.76382803916931,86.33422493934631,,
32,0.0,1658.7065505981445,153.75916600227356,39.32754993438721,57.41988569498062,,
33,0.0,1183.9831924438477,976.5438079833984,102.79626131057738,88.59416842460632,46.04383835569024,114.01923852413894
34,0.0,1428.5131072998047,178.352410197258,42.363256216049194,66.46343350410461,,
35,0.0,1558.7848663330078,138.60805928707123,44.66073274612427,58.56625646352768,,
36,0.0,359.5835208892823,139.81936633586884,46.34135484695434,67.08724424242975,,
37,0.0,1684.4114685058594,220.09499609470367,36.17063999176025,60.9753280878067,,
38,0.0,957.8159523010255,101.8145352602005,32.14644312858582,59.20655474066734,59.16596625745296,67.36702853813767
39,0.0,760.1375770568848,520.325481891632,42.71668195724487,93.8773825764656,82.85160990804434,77.66297328472137
40,0.0,816.5030479431152,520.0513494014739,42.29951977729797,100.66932320594789,78.61159244924785,82.20908078178763
41,0.0,1079.0337753295898,393.2862675189972,104.27608966827393,46.53294011950493,,
42,0.0,336.5391826629638,220.985307097435,51.53028845787049,74.5817881822586,53.608222452923656,75.18954548612237
43,0.0,1610.8974838256836,34.00670751929283,39.057440757751465,61.47090777754783,,
44,0.0,1343.401222229004,164.89281713962555,38.21169376373292,59.05698403716088,64.99761398881674,58.915952034294605
45,0.0,1259.9102783203125,993.2742905616761,86.7596697807312,83.76819580793381,,
46,0.0,655.2461814880371,516.4431774616241,44.47398662567139,85.59598714113235,81.4557590559125,87.12956960499287
47,0.0,1032.7127838134763,322.8935694694519,40.843942165374756,87.27617114782333,,
48,0.0,722.6610946655273,231.40161752700806,33.586353063583374,59.45630595088005,,
49,0.0,600.7593727111816,516.797035932541,44.862685203552246,91.28436505794525,77.92763659358025,94.13185627385974
50,0.0,765.8577919006347,110.056172311306,35.27005076408387,64.93329897522925,64.30730545520782,58.572970636188984
51,0.0,281.7620372772217,850.0010704994202,81.67890071868896,90.39279073476791,,
52,0.0,872.0537567138673,513.7516450881959,41.63635969161987,88.48834723234177,73.89073099941015,77.85961395129561
53,0.0,1241.2762069702148,98.01362246274947,46.39350414276123,64.54402729868889,,
54,0.0,1275.2539443969727,338.2552242279053,42.76304841041565,85.48096060752869,58.954210326075554,65.53788396343589
55,0.0,1770.8132171630862,974.1498398780823,73.10124635696413,39.81014013290405,65.6024379171431,67.49447716400027
56,0.0,1102.6874542236328,721.0341095924377,42.284992933273315,110.08199393749238,,
57,0.0,382.3823833465576,75.35914868116379,41.82572722434997,59.814409017562866,49.16684722714126,63.79973912984132
58,0.0,1372.6090621948242,799.9647617340088,45.49959182739258,104.5382621884346,81.04019594192505,85.90606279671194
59,0.0,1507.3658752441406,192.40341424942017,41.13855600357055,56.14594370126724,,
60,0.0,73.79545211791994,371.5727663040161,62.0092248916626,37.49771252274513,51.95890054106712,63.229621840640895
61,0.0,1560.322494506836,789.027271270752,38.4608280658722,101.7399913072586,83.86140125244854,82.91700930520892
62,0.0,1367.640724182129,109.32767897844315,42.41471529006958,53.129874765872955,69.2271937765181,53.223585186526186
63,0.0,1789.7509002685547,158.9434629678726,37.35737442970276,57.423647493124,,
64,0.0,1620.9966659545898,212.11673319339752,38.63227844238281,60.20083218812942,,
65,0.0,983.7088394165039,528.2241475582122,42.6867949962616,94.08649027347565,86.32699092105031,79.9796700887382
66,0.0,72.64243125915527,666.3319158554077,39.24914002418518,97.43844151496886,,
67,0.0,367.4754524230957,688.1494760513306,42.37793684005737,89.5399287343025,,
68,0.0,930.8188819885254,232.83613801002502,36.93632125854492,65.7916045188904,,
69,0.0,980.6605911254883,317.40232586860657,42.587116956710815,87.25003570318222,88.28737676516177,81.805733140558
70,0.0,748.099365234375,713.6180806159973,44.55998182296752,98.40879231691359,77.47596435248852,81.26362215355039
71,0.0,1412.904396057129,343.2847845554352,50.38833618164062,77.06177473068237,97.25062607601286,71.60503905639052
72,0.0,419.6364784240722,868.7776494026184,81.31834030151366,82.25524485111237,,
73,0.0,492.04381942749023,510.70190906524664,43.1963288784027,90.60860127210617,79.60468035936354,84.41815342381598
74,0.0,1141.230125427246,94.81953799724579,35.580153465270996,60.44702276587486,,
75,0.0,1501.1953353881838,352.3600924015045,52.51219868659973,85.89145123958588,,
76,0.0,648.7916564941406,307.88467884063715,46.38168811798096,87.11914926767349,72.48460840433837,84.78948483243585
77,0.0,1454.4348907470703,343.40419650077826,47.563716173172,83.81645947694778,,
78,0.0,232.86838531494138,835.1872301101685,78.11259984970093,91.97132974863052,,
79,0.0,158.24511051177979,675.586245059967,39.152412414550774,96.88396453857422,74.4575810842216,78.5769055634737
80,0.0,1458.270606994629,978.9269614219666,73.87276411056519,92.61669337749481,45.33838690258563,103.7884166277945
81,0.0,1774.892807006836,236.87274456024173,33.90952706336975,58.43609422445297,,
82,0.0,1873.0717849731445,244.14098918437955,52.192829847335815,30.371211245656017,,
83,0.0,875.9848594665527,315.44960260391235,41.487447023391724,82.35302746295929,78.96027861535549,78.44645442813632
84,0.0,910.8116912841798,100.6442740559578,34.79207038879395,61.6657568514347,,
85,0.0,1208.1091690063477,154.67904031276706,45.60367226600648,77.46421873569489,,
86,0.0,1407.924270629883,116.20414942502975,44.00546908378601,52.25218489766121,,
87,0.0,1732.408676147461,545.5105876922607,72.98465251922607,42.30204373598099,62.973926553502686,58.81193878501653
88,0.0,1424.0629577636719,798.6796188354492,44.39035892486572,100.23897349834444,,
89,0.0,765.7029533386229,320.60877799987793,42.42187857627869,95.8046704530716,84.91677543148398,87.55923661217093
90,0.0,1304.960060119629,171.77426040172577,40.1720666885376,65.80532804131508,,
91,0.0,1718.880386352539,159.61543679237366,41.05014681816101,55.51621466875076,,
92,0.0,983.8796997070312,715.9685325622559,44.765267372131355,105.97639560699463,85.21637846902013,94.02649979665875
93,0.0,1609.8394775390625,790.376980304718,40.23800253868103,100.05135834217072,79.03249686956407,77.98900630697608
94,0.0,1030.6925582885742,179.7640943527222,87.76925325393677,37.59856089949608,82.06146793439984,81.49329832568765
95,0.0,1691.1007690429688,368.11159014701843,39.4594931602478,71.18764847517014,,
96,0.0,35.724631547927856,664.8873209953308,41.4773690700531,91.83420717716217,,
97,0.0,140.67219257354736,367.65978813171387,63.561058044433594,39.10880818963051,53.5990094896406,59.018823539838195
98,0.0,711.5817832946778,311.30417346954346,41.0987627506256,87.94880479574203,,
99,0.0,1552.8854370117188,27.187066376209263,38.873183727264404,52.76150017976761,,
100,0.0,1083.8537979125977,325.07568597793573,40.57030320167541,89.35702085494995,,
101,0.0,1328.1130599975586,104.85980540513992,40.404889583587654,56.33634701371193,,
102,0.0,545.3166389465332,514.4256627559662,42.44511365890503,81.85465157032013,73.72580631449819,93.05054199323058
103,0.0,1290.069351196289,105.76090693473817,43.28541398048401,65.047255307436,,
104,0.0,1004.2611694335938,101.25850528478624,34.67687129974366,57.13018298149109,,
105,0.0,1487.8510665893555,20.070037990808487,36.31672382354736,38.52321892976761,,
106,0.0,588.3976364135742,307.9975891113281,44.63123559951782,90.7999500632286,75.43415519222617,85.1125153452158
107,0.0,1038.8406372070312,949.7119116783142,94.86250877380371,97.0396426320076,,
108,0.0,1806.4179611206057,548.2687783241272,55.93471169471741,33.07394452393055,51.53562571853399,55.46472541987896
109,0.0,316.52875900268555,684.2817521095276,45.475637912750244,93.02832663059235,81.57723426818848,83.52625798434019
110,0.0,1746.1452484130857,229.5185136795044,35.88487386703491,58.127401471138,,
111,0.0,113.44205617904665,666.0889077186584,40.42782425880432,94.05107706785202,,
112,0.0,1045.0070571899414,712.1060228347778,42.423627376556404,102.3648762702942,80.28830435872078,87.60402141138911
113,0.0,178.63905429840088,830.9765267372131,56.62147521972656,78.99828404188155,,
114,0.0,1052.1487426757812,17.63646237552166,45.62693953514099,36.66931226849555,,
115,0.0,1754.3107223510742,167.4364364147186,41.058669090270996,57.6936922967434,,
116,0.0,1473.4509658813477,796.896550655365,40.86674809455871,97.34971940517424,78.01684273034334,82.63501045480369
117,0.0,1393.678321838379,982.6875042915345,71.09381675720216,95.68022936582565,52.79760415479541,105.36267185211183
118,0.0,17.60889172554016,373.82466316223145,34.52068090438843,37.628900706768036,,
119,0.0,1859.3562698364258,211.14215791225433,50.120097398757935,29.917946755886078,,
120,0.0,1683.5711288452148,154.72728788852692,39.20727610588074,56.79912462830543,,
121,0.0,1038.5683822631836,524.4803738594054,39.82781767845154,86.38575553894043,,
122,0.0,532.3544883728027,300.0985050201416,45.95330357551575,90.26439070701599,72.84621326252818,88.3349665403366
123,0.0,920.9009170532228,709.1332769393921,49.15777087211609,105.90417712926865,83.67530097439885,94.8250962048769
124,0.0,1521.071548461914,24.70010943710804,37.270292043685906,45.51125183701515,,
125,0.0,1351.9168853759766,9.358569234609604,35.04228472709656,17.334923073649406,,
126,0.0,1640.2273178100586,40.39344415068627,38.51997256278991,55.8375808596611,,
127,0.0,1866.2202072143555,134.58512395620346,43.331429958343506,30.935985893011097,,
128,0.0,1857.2452926635742,109.59889858961105,44.512571096420295,27.268721535801888,,
129,0.0,1820.5297851562498,126.49202764034273,49.1832447052002,30.512932464480404,,
130,0.0,1894.1000747680666,309.38984870910645,43.77826094627381,29.54608999192715,,
131,0.0,977.2433853149416,237.40486800670624,38.763248920440674,64.02918398380281,,
132,0.0,1454.2690658569336,17.11670458316803,35.48882246017456,31.90409369766712,,
133,0.0,1025.9738159179688,238.35821628570557,41.89573645591736,65.00008597970009,,
134,0.0,1875.6416702270508,547.2048211097717,70.25379180908205,35.55571138858795,,
135,0.0,1829.735412597656,153.39677810668948,48.119823932647705,28.834667578339577,,
136,0.0,1058.4575271606445,143.90851736068726,74.105544090271,37.44899824261665,,
137,0.0,1173.5531616210938,870.713152885437,94.98860120773315,51.18441358208656,83.43063595891,80.33415583893655
138,0.0,406.3468265533448,21.473912894725796,47.75790095329285,42.903593480587,,
139,0.0,822.7462577819824,321.94493651390076,40.19817352294922,86.47854119539261,,
140,0.0,1878.3519744873047,158.85562598705292,42.503879070281975,25.88716395199299,,
141,0.0,1687.723045349121,46.86439275741577,43.10597062110901,52.378774434328086,,
142,0.0,1422.0327758789062,15.55942878127098,34.602599143981934,28.30402672290802,,
143,0.0,1386.562843322754,10.860117115080358,31.399877071380615,20.78832820057869,,
144,0.0,823.0937576293945,8.171722423285246,34.53142762184143,16.494703330099583,,
145,0.0,1892.02995300293,185.83387434482574,42.617365121841424,32.255433574318886,,
146,0.0,906.9047355651855,7.755616754293442,33.3123779296875,15.12853492051363,,
147,0.0,1903.01513671875,215.55172562599182,29.901908040046692,31.48213259875774,,
148,0.0,1804.0559005737305,95.21288126707077,51.89541220664978,34.55701634287834,,
149,0.0,1846.3710021972656,181.62928640842438,50.56296229362488,29.25686202943325,,
150,0.0,1905.3600311279297,372.2984755039215,26.63864493370056,32.19829447567463,,
151,0.0,1801.6384506225584,11.807319782674313,41.066733598709106,22.653836086392403,,
152,0.0,1580.7706832885742,31.7410871386528,38.832939863204956,58.64652961492538,,
153,0.0,8.674277365207672,659.9294400215149,18.149092197418216,87.55113244056702,,
154,0.0,1833.780097961426,69.27322715520859,38.95187258720398,35.06996065378189,,
155,0.0,1077.4668502807617,236.0974359512329,43.26316237449646,71.80615246295929,,
156,0.0,1316.2248229980469,4.795091170817614,32.053717374801636,9.14544828236103,,
157,0.0,1144.9535751342773,6.477665528655052,68.27257633209229,12.84579735249281,,
158,0.0,1911.4709472656248,546.8142700195312,16.287660598754883,31.1715529114008,62.80924681015312,72.73723797127604
159,0.0,1751.8272399902346,3.907017381861806,48.10860872268677,8.374356608837843,,
160,0.0,1912.2740936279297,405.5753338336945,13.238403797149658,35.039846152067184,,
161,0.0,1277.7235794067383,1.7750660609453914,39.48874354362488,3.533493960276246,,
162,0.0,1790.753173828125,63.21247145533561,48.38678956031799,32.91556477546692,,
163,0.0,1238.5813522338867,329.18918609619146,43.32378387451172,77.87190914154053,,
164,0.0,1771.5090179443362,547.6489949226379,68.85601758956909,37.39435359835625,,
165,0.0,456.3558769226075,870.7004070281982,84.49835300445558,92.11034327745438,,
166,0.0,850.3737831115723,318.02510261535645,46.030722856521606,79.71352458000183,,
167,0.0,1578.7446212768555,788.8363409042358,36.86756730079651,97.04406827688217,,
168,0.0,954.4161415100099,237.1272110939026,41.58939957618713,64.72439244389535,,
169,0.0,1439.2247772216797,16.206887550652027,33.34826588630676,32.64772072434425,,
170,0.0,575.8240127563477,515.9694242477416,36.34976506233216,81.55544579029083,,
171,0.0,1850.6111526489258,143.79691064357758,47.180875539779656,33.681653961539276,,
172,0.0,1077.835464477539,716.0004615783691,47.18465566635131,106.50586366653442,,
173,0.0,1177.0147705078125,160.0525617599487,46.49387240409851,70.79429715871811,,
174,0.0,1845.3147125244143,94.0729558467865,42.52858757972717,29.534810632467273,,
175,0.0,954.3264198303224,309.6522009372711,42.803066968917854,86.44239574670792,,
176,0.0,137.65787601470947,671.893937587738,40.116691589355476,94.66740041971205,,
177,0.0,1778.6067581176758,12.47425239533186,48.61500263214111,17.99350932240486,,
178,0.0,1050.8391952514648,323.0383765697479,45.104327201843255,80.49358874559402,,
179,0.0,1774.404373168945,154.45656716823578,42.09083318710327,46.328845471143715,,
180,0.0,943.2942008972168,100.17327278852464,34.10027861595154,61.9680766761303,,
181,0.0,738.6121559143065,316.51243329048157,41.64878010749817,87.26331263780595,,
182,0.0,1666.6124725341797,43.747503608465195,36.681218147277825,55.696644186973565,,
183,0.0,1868.9016723632815,197.11666166782376,48.35549712181091,31.358870342373848,,
184,0.0,843.9847755432129,518.4987688064575,39.34824228286743,86.63526535034181,,
185,0.0,557.2723388671875,305.4041290283203,41.349163055419936,89.24343466758728,,
186,0.0,958.3267021179199,714.3280506134033,47.76062607765197,106.78151696920395,,
187,0.0,1370.973129272461,132.95862704515457,43.645509481430054,64.91559639573097,,
188,0.0,1466.7203521728516,185.7937377691269,40.40768623352051,59.73504513502121,,
189,0.0,349.24183845520025,686.1715507507324,44.01081204414367,90.99019646644592,83.75982951745391,84.67710406333208
190,0.0,1839.5376205444336,130.97347587347033,48.146088123321526,27.542272657155994,,
191,0.0,1791.3343048095705,78.26113253831863,51.3308036327362,33.53552117943764,,
192,0.0,1733.833923339844,207.46781051158905,37.161312103271484,64.56732228398322,,
193,0.0,43.194944858551025,372.6489543914795,45.178695917129524,36.55474439263344,,
194,0.0,852.2958183288574,6.532215625047685,34.3314242362976,15.09294267743826,,
195,0.0,1262.6390075683594,100.24101734161377,50.851324796676636,65.20189940929413,,
196,0.0,1047.9543685913086,240.37997961044312,51.29294514656066,66.73428699374199,,
197,0.0,1292.6007843017578,2.5100429635494947,38.36926460266113,6.1023688316345215,,
198,0.0,1905.1890563964846,402.27100253105164,22.62313663959503,33.84494215250015,,
199,0.0,1906.933364868164,1073.7872314453127,22.61201441287994,11.30147360265255,,
200,0.0,560.911159515381,878.0085468292236,102.19406604766846,97.8893905878067,,
201,0.0,1874.1622924804685,823.1546902656555,34.88990664482117,40.774540454149246,,
202,0.0,67.6508116722107,803.7958574295044,42.66888856887818,67.21832782030104,,
